Id,1831,1817,1804,1790,1777,1765,1752,1740,1727,1715,1703,1691,1680,1668,1657,1646,1635,1624,1613,1603,1592,1582,1572,1562,1552,1542,1533,1523,1514,1504,1495,1486,1477,1468,1460,1451,1442,1434,1426,1417,1409,1401,1393,1385,1377,1370,1362,1355,1347,1340,1333,1325,1318,1311,1304,1297,1290,1284,1277,1270,1264,1257,1251,1244,1238,1232,1226,1220,1214,1208,1202,1196,1190,1184,1179,1173,1167,1162,1156,1151,1146,1140,1135,1130,1124,1119,1114,1109,1104,1099,1094,1089,1085,1080,1075,1070,1066,1061,1057,1052,1047,1043,1039,1034,1030,1026,1021,1017,1013,1009,1005,1000,996,992,988,984,980,976,973,969,965,961,957,954,950,946,943,939,class
5468,99.41968,99.63008,99.54081,99.30546,99.15607,98.97298,98.48553,98.31812,98.13769,98.09536,97.95001,97.59263,96.78538,96.73045,96.57069,96.38613,95.72568,95.5148,94.86858,94.57047,94.60413,94.04922,93.36331,93.22318,93.11234,92.98794,92.58973,92.41246,92.62218,93.32126,92.75491,93.16988,92.65095,93.3064,92.1266,92.37897,92.47039,92.34594,92.25964,92.7206,92.69482,92.58298,92.47829,93.13214,93.44506,92.97859,93.57681,93.74922,93.78278,93.77927,93.06818,93.14762,93.29884,93.25596,93.62428,93.59527,93.40903,93.43269,93.84297,93.15515,93.31991,92.93209,93.16409,93.61141,93.31364,93.6858,93.3623,93.25004,93.21762,93.30637,92.76737,92.49532,91.84558,91.21796,91.23084,90.91416,90.42712,89.97759,89.52732,89.07554,89.25806,88.51618,88.5192,88.26821,87.45211,87.03636,86.54082,86.16455,85.64207,84.65481,84.83049,84.14314,83.93558,84.02856,83.77957,83.69569,83.78602,83.56387,83.85282,84.33376,84.27822,84.95368,84.95679,86.28554,86.48541,87.18332,87.49981,88.80987,89.42706,89.57182,90.5415,91.39152,91.66082,92.08601,92.65591,92.98843,92.90233,93.10816,93.32658,94.47387,94.35175,94.38597,94.05763,95.19135,95.34489,95.67576,95.0712,94.54996,0
5469,99.31467,99.42162,99.23451,98.94693,98.87013,98.60275,98.34077,98.14883,97.6999,97.65891,97.47749,97.57811,96.91614,96.69786,96.15977,95.53366,95.73774,95.32122,95.60693,94.52026,94.53111,94.27961,93.3886,92.87225,93.02514,93.16225,92.45163,92.33741,92.55579,92.31662,92.87168,92.24874,92.69157,92.49614,92.02105,91.76047,91.55118,92.22546,92.1569,92.37727,92.85471,92.72404,92.59959,92.14512,93.12009,93.0079,93.38277,93.02264,93.51674,93.31098,93.65094,93.10229,93.34032,93.16824,93.71644,93.81583,92.60447,93.4673,93.50427,93.15858,92.93304,92.78475,93.08132,93.28804,93.04594,93.56142,92.95743,93.0547,93.02756,92.71806,92.37608,91.85531,91.82048,91.09392,90.40278,90.24907,90.07258,89.71542,89.35751,88.9977,88.60271,88.00505,88.32178,87.94234,87.16625,86.60062,86.30804,85.79865,85.36114,84.67844,84.59222,84.05653,83.49828,83.84215,83.27995,83.61393,83.47839,83.56764,83.48084,84.00288,83.88557,84.93642,85.68482,86.1282,86.78548,87.01434,87.44196,88.92299,88.95197,89.51604,90.45422,91.1407,92.00443,91.85432,92.71804,92.94394,93.45275,93.19198,92.92073,93.82909,94.61313,94.39386,93.95201,95.34788,95.02037,95.73855,95.07954,94.11002,0
5470,99.52044,99.44655,99.37584,98.9649,98.93614,98.73212,98.2906,98.32718,97.63701,97.6993,97.55574,97.0053,96.91171,96.82153,96.36021,95.82447,95.92771,95.65706,95.40327,94.81335,93.89572,93.97386,93.4152,92.72465,92.95028,93.06123,92.3438,93.09402,92.48274,92.9443,92.65062,93.23741,92.63405,92.49728,92.1442,91.9995,91.40248,92.43949,92.1042,92.3561,92.94265,92.64333,92.35252,93.12482,93.24801,92.73531,93.73946,92.95889,93.95186,93.043,93.46767,92.58859,93.02023,93.17028,93.55744,93.45864,93.09144,93.32883,93.41519,93.02757,92.91845,92.88551,93.17207,93.39986,93.17612,93.26094,92.89631,93.08657,93.03432,92.53223,92.1021,92.01291,91.72019,91.11592,90.61922,90.18362,90.33186,89.79411,89.25269,88.70899,88.86975,88.17204,88.30116,88.05552,87.48914,86.83347,86.13612,85.94605,85.37189,84.73401,84.885,83.89005,83.4338,83.55217,83.67271,83.62412,83.40085,83.41655,83.49403,83.87668,84.29787,85.03233,85.34527,86.23846,86.56657,87.18674,87.81813,89.00932,89.32922,89.80026,90.55004,91.57242,91.60921,91.84039,92.53564,92.81934,93.36092,93.35316,93.34786,93.96783,94.48753,94.26475,94.21971,94.77533,95.00821,94.95045,94.46808,95.00525,0
5471,99.3885,99.54267,99.44057,99.20261,99.23672,99.12663,98.31821,98.24802,98.03057,97.70077,97.72879,97.12665,97.072,97.13963,96.49758,95.75366,95.56,95.36185,95.15229,94.50637,94.41508,93.89617,94.45503,93.16319,93.12235,93.21006,93.06734,93.39471,93.38589,93.51482,93.42758,93.23528,92.71976,92.5113,92.82408,92.36424,92.12653,92.94432,92.56575,92.45757,92.78928,92.95184,93.11272,92.74112,92.87831,92.65487,93.09085,93.70807,93.78825,93.60062,93.63953,93.20131,93.31775,93.78632,94.01231,93.27665,93.04557,92.96365,93.46813,92.71677,92.7196,93.04147,92.57469,92.86349,92.90038,92.89082,92.67959,92.62135,92.25975,92.15835,92.02801,91.55774,91.48943,90.94796,90.42989,90.73344,90.06116,89.72272,89.38194,89.03893,88.65692,88.40881,87.85993,87.58301,87.01677,86.62373,86.10453,85.61381,85.01169,84.825,84.06039,84.08632,83.73296,83.36218,83.22421,83.0199,83.11909,83.20676,83.7308,83.7114,84.15488,84.59543,84.82792,85.72808,86.423,86.84805,87.74055,87.88908,88.95348,89.58442,90.07393,90.50594,91.63171,91.49802,91.70242,92.01401,92.86713,93.2794,93.71851,93.51365,94.03503,94.47903,94.33666,94.66302,94.18658,94.99317,95.12013,95.01788,1
5472,99.51563,99.41611,99.2671,99.09775,99.08735,98.96079,98.26198,98.21233,97.93015,97.4558,97.60205,96.97555,96.68868,96.42114,95.96666,95.44063,95.67751,95.3441,95.18008,94.97659,94.29533,93.60207,93.40556,93.36993,93.20241,92.93697,93.06937,93.85543,93.22614,93.4671,93.29512,93.70519,92.71423,92.36437,92.77532,92.20735,92.43772,92.74017,92.46004,92.53415,92.43886,92.7438,93.04536,92.5575,92.6573,92.98832,92.87344,93.70824,93.20161,93.32693,93.43298,93.55475,93.38303,93.33907,93.2149,92.91885,92.67241,92.83648,93.33879,92.68345,92.54522,92.79165,92.69855,92.37209,92.48148,92.44119,92.70814,92.6255,92.39578,91.95528,91.76608,91.92421,91.48654,90.97356,90.68997,90.40787,90.12496,89.674,89.21992,88.7637,88.88932,88.48489,87.80124,87.41756,87.08433,86.49558,85.96975,85.5292,84.8773,84.39408,83.93458,84.03934,83.40556,83.23419,83.06684,82.80921,82.82331,83.08062,83.44296,83.27535,83.76467,84.44758,84.94122,85.09121,85.82437,86.82565,87.2141,87.78146,88.3558,89.4578,89.51283,90.45815,91.24573,91.5152,92.26357,91.79488,92.4675,92.85677,93.26985,93.22673,93.20555,93.99622,94.0387,94.49493,93.85397,94.3684,94.46649,94.15163,1
5473,99.46284,99.52631,99.13948,99.09854,99.01054,98.91956,98.50894,98.01212,97.89685,97.55199,97.68599,96.89855,96.6757,96.67532,96.20469,95.65682,95.55839,95.24373,95.07231,94.72573,94.53898,93.57085,94.07359,93.49403,93.38683,93.42774,93.97913,93.17744,92.79922,93.20425,93.17709,93.27176,92.6609,93.14631,92.73515,92.3362,92.32148,93.152,92.22665,92.1676,92.49835,92.75319,93.00414,92.59615,93.19845,93.4549,93.06881,93.76403,93.11855,93.17074,93.65821,93.85954,93.14516,93.72797,93.69807,93.13409,92.94468,93.11266,93.37003,92.81316,92.555,93.11619,92.69862,92.55189,92.63719,92.6584,92.69226,92.57161,92.53447,92.14728,91.99981,91.77397,91.41548,91.27626,90.469,90.4527,89.59048,89.37708,89.16175,88.94545,88.69544,88.4796,87.67445,87.50981,86.81808,86.56971,86.0923,85.68131,85.0535,84.9342,83.99191,83.68144,83.23702,83.5811,83.19294,82.95203,83.26518,83.24362,83.57853,83.61201,83.97781,84.34348,84.94427,85.78531,86.07828,86.82105,87.62187,88.28598,88.98286,89.36394,89.81216,90.68717,91.73125,92.06446,92.5015,92.26227,93.16101,93.17007,93.18011,93.08953,93.48477,94.28648,94.25367,93.84484,94.65839,94.4838,95.56015,95.48787,1
5474,99.60992,99.38685,99.41948,99.27296,99.05532,99.09399,98.81387,98.65125,98.30308,97.89726,97.62094,97.60416,97.50243,97.11782,96.83429,96.50739,96.26844,95.87013,95.50515,94.77039,94.46411,94.19229,94.25528,93.02824,93.33092,93.3634,93.13329,93.79227,92.87325,93.00191,93.96706,92.46078,93.02036,93.47217,93.14525,92.22911,92.15958,92.50514,92.46308,92.46659,93.77646,93.34463,92.92511,93.19463,93.35891,93.62141,92.82433,93.35803,93.56726,93.88484,93.63983,94.12596,93.68443,93.72574,93.47584,93.84148,93.32281,92.9829,92.91068,92.58466,92.78379,92.43174,92.89614,92.68925,93.0054,92.57034,92.75989,92.81768,92.38017,92.36848,92.31148,91.75193,91.84763,91.19589,90.4752,90.36132,90.59277,90.09579,89.59722,89.09521,88.8836,88.65998,88.27794,87.46373,87.38983,86.62313,86.28528,85.50594,85.44568,84.67741,84.34463,83.74722,83.2589,83.04062,83.01319,83.0698,82.89391,83.3905,83.32443,83.54874,83.73532,84.28719,84.59131,85.20229,86.064,86.401,86.88577,87.9213,88.34604,89.26842,90.21543,90.22964,91.03564,91.52398,91.87566,92.21952,92.90086,93.07485,93.26064,93.52946,93.81725,93.85741,95.38076,94.45865,94.89599,94.98155,94.94244,93.94604,1
5475,99.8007,99.44749,99.50136,99.48406,99.04086,98.81098,98.89031,98.67721,98.1203,97.87785,97.74819,97.5573,97.77396,96.72131,96.59619,96.45205,96.24319,95.50323,95.81503,95.52557,94.26242,94.6429,93.75978,93.21901,93.60912,93.7009,93.16365,93.84438,92.70153,93.2988,93.57784,92.59148,92.83374,93.04172,92.93935,92.05081,91.98251,91.92634,92.56403,92.28238,93.24731,93.26345,93.28112,93.26515,94.0053,93.25636,93.11638,93.87334,93.58147,93.8075,93.60427,94.42185,93.22593,93.89961,93.27956,93.79353,93.70605,93.11089,93.25665,92.21172,92.86183,92.44945,92.25362,92.54456,92.46466,92.51781,92.48912,92.36475,91.95148,92.03482,91.85526,91.70097,91.41978,90.78262,90.35561,90.04326,89.74528,89.37691,89.00814,88.63727,88.5633,88.01639,88.25433,87.41685,87.08772,86.57608,86.04733,85.35531,85.34713,84.35201,84.19437,83.55241,83.42983,82.92508,82.96349,82.96947,82.84261,83.30416,83.41238,83.54559,83.7356,84.62363,84.86717,85.08372,86.08696,86.69012,87.71551,88.12556,88.50394,89.55326,90.44849,90.69711,90.92271,91.30419,92.05346,92.16324,93.47189,93.50477,93.53983,93.31184,93.40066,93.44035,95.10285,94.08394,95.6661,95.04804,95.93382,94.23603,1
5476,99.60078,99.5035,99.15034,99.30646,99.17651,98.79386,98.97558,98.68427,98.36152,98.02206,97.63646,96.98045,97.05838,96.55737,96.06863,95.49799,95.66125,95.14833,94.52116,94.58118,94.43781,93.75032,93.76803,92.96188,92.82937,92.81639,93.48953,93.06002,92.88857,93.13708,93.29711,92.48631,92.27847,92.47242,92.6597,92.59141,92.8079,92.54324,92.52934,92.62845,92.33906,92.47502,92.61189,93.17303,92.76559,93.58546,93.11569,93.05762,93.7399,92.71864,93.41117,92.89764,93.4456,93.58262,93.32195,92.82926,92.91243,92.55169,93.01488,92.54151,92.57754,92.55569,92.40283,92.5973,92.24895,92.53536,92.32302,91.8387,92.71384,92.29939,91.69962,91.81117,91.36786,91.36216,90.74404,90.58739,90.32869,89.87923,89.42839,88.97563,88.73364,88.6118,88.33321,87.82909,87.23975,86.99541,86.41599,85.90889,85.12122,84.68526,84.76014,83.76697,83.47293,83.17476,83.09069,82.98448,82.88864,82.87849,83.29519,83.65286,83.96404,84.45573,84.89913,85.41718,85.90008,86.52563,87.65392,88.12537,89.0284,89.28973,90.03653,90.57104,91.17407,91.44589,91.49984,92.7142,92.39461,92.87897,93.39826,93.72411,93.40382,94.04243,94.39719,94.481,94.54984,94.65497,95.00888,95.12784,1
